,1648,5136,918,2824,3867,860,3712,2968,3525,4323,3617,4360,2756,89,442,3556,5261,2492,5062,2486,4942,2267,4809,3853,2288
1648,1,0.4029801885,-0.1422056501,0.5176198044,0.3001996147,0.4805366022,-0.3124119154,0.3833484799,0.09277465028,0.09819059417,-0.04173405295,0.2644247872,0.2612683628,0.4646099687,0.02230777151,-0.1919879157,0.4930076052,0.3606438719,0.5510888372,0.002544105963,0.1166527417,-0.4291827827,0.3943709117,-0.3044220086,0.2450477486
5136,0.4029801885,1,0.1189785379,0.05791629904,0.3417341552,0.2413769898,0.1313984527,0.2066948353,0.3600562955,0.03364247397,0.1385479076,0.1529480505,0.1488815979,0.5624487387,0.4144382015,0.4886069826,0.3281196268,0.4222364266,0.2266348343,0.3058032609,0.0377691115,0.2407277052,0.4116761854,0.1892339834,0.3900667493
918,-0.1422056501,0.1189785379,1,-0.3170632437,0.2945575916,0.4683332944,0.09203669565,-0.04585443106,0.3675675676,-0.03539403147,0.01131624362,-0.2316597773,0.1484312088,0.2670286961,0.3041390357,0.3732257837,0.4709721227,0.06995613987,-0.05476239941,0.1338120266,0.01516911478,-0.2730960101,0.08252816147,0.6671682535,0.1191623085
2824,0.5176198044,0.05791629904,-0.3170632437,1,-0.06091266766,-0.008066024995,0.4629100499,0.2147600735,0.1699072005,0.1193502754,0.2827557241,-0.005326208082,-0.08774660271,0.2415665915,0.1165324811,-0.201275252,0.2283406387,0.238699995,0.2596598436,0.2470968293,0.1492466984,-0.361465759,0.4749736962,-0.2620732175,0.1669992924
3867,0.3001996147,0.3417341552,0.2945575916,-0.06091266766,1,0.2824973369,0.4002745043,0.2642494908,0.125193367,-0.3336016499,-0.06657593934,-0.09380123988,0.3101040903,-0.003878024096,0.1135811887,0.1740848037,0.2979773198,0.4766832805,0.2938677115,0.4389915544,-0.1628183634,-0.295965534,0.05451842731,0.4641101478,0.379856265
860,0.4805366022,0.2413769898,0.4683332944,-0.008066024995,0.2824973369,1,0.171150976,0.07292737482,0.3871326459,0.1461575871,0.2199290484,-0.005315722416,0.3234991097,0.5390658514,0.1812758902,0.3474701293,0.3994364289,0.2073142551,0.3113634013,0.2763057413,0.0796978738,0.2129909861,0.1656082582,0.162313995,0.2796770568
3712,-0.3124119154,0.1313984527,0.09203669565,0.4629100499,0.4002745043,0.171150976,1,0.06501486596,0.09562278875,-0.2925007433,-0.03890001929,-0.3643243179,0.1268990008,-0.05131959293,0.2271298649,0.01640623398,-0.2407636292,-0.1152541545,0.2476932723,0.166912843,0.1460111023,0.009685485553,-0.451625417,0.1936596018,0.1132661791
2968,0.3833484799,0.2066948353,-0.04585443106,0.2147600735,0.2642494908,0.07292737482,0.06501486596,1,0.02852895017,-0.0732521835,0.3125729525,0.0530242794,0.1433472212,-0.1180845029,0.1008405444,0.04913197458,-0.009041346382,0.2036133639,0.03330075655,0.1379819375,0.07060156773,0.1094515597,-0.08356209927,-0.0893166944,0.2292193296
3525,0.09277465028,0.3600562955,0.3675675676,0.1699072005,0.125193367,0.3871326459,0.09562278875,0.02852895017,1,0.2108794969,0.2432832514,-0.0860608794,0.05836476777,0.4754948523,0.2017342172,0.4757109014,0.3069570655,0.1363430859,0.3017504797,0.1434135267,0.05609971273,0.1799076836,0.2846477899,0.1707570583,0.1931312612
4323,0.09819059417,0.03364247397,-0.03539403147,0.1193502754,-0.3336016499,0.1461575871,-0.2925007433,-0.0732521835,0.2108794969,1,0.02290749219,0.2525286639,-0.2217887586,0.2588656918,-0.02433662328,-0.04060621757,0.1550446746,-0.2041642847,0.2636544698,0.1671975674,-0.08459242779,0.3157120259,0.08567291282,-0.1098920742,-0.2793851033
3617,-0.04173405295,0.1385479076,0.01131624362,0.2827557241,-0.06657593934,0.2199290484,-0.03890001929,0.3125729525,0.2432832514,0.02290749219,1,-0.3461859652,0.0816133795,0.2783346868,-0.2638773845,0.079570607,-0.1656275407,0.05330585237,0.007809521472,-0.2446374464,-0.03070913796,-0.07065961504,0.2685953793,-0.1435033809,0.01328359819
4360,0.2644247872,0.1529480505,-0.2316597773,-0.005326208082,-0.09380123988,-0.005315722416,-0.3643243179,0.0530242794,-0.0860608794,0.2525286639,-0.3461859652,1,0.09184198033,-0.1154916761,0.1971051659,0.07299269081,0.1618820269,-0.0003114447411,-0.07759801512,0.03938931637,-0.1560912896,0.4085923761,0.1796523067,0.2804022484,0.04032801415
2756,0.2612683628,0.1488815979,0.1484312088,-0.08774660271,0.3101040903,0.3234991097,0.1268990008,0.1433472212,0.05836476777,-0.2217887586,0.0816133795,0.09184198033,1,0.2905912408,0.01759084576,0.1017841902,-0.1409530729,0.1504757245,0.02457219921,-0.03113045632,-0.133768282,0.1420672992,0.01514039681,0.1812102179,-0.005934769828
89,0.4646099687,0.5624487387,0.2670286961,0.2415665915,-0.003878024096,0.5390658514,-0.05131959293,-0.1180845029,0.4754948523,0.2588656918,0.2783346868,-0.1154916761,0.2905912408,1,0.2968261472,0.3267736291,0.2914764052,0.372675589,0.5259904428,0.1233802761,0.178087648,0.08859988363,0.6685159536,0.1796796266,0.1558685691
442,0.02230777151,0.4144382015,0.3041390357,0.1165324811,0.1135811887,0.1812758902,0.2271298649,0.1008405444,0.2017342172,-0.02433662328,-0.2638773845,0.1971051659,0.01759084576,0.2968261472,1,0.2516600133,0.04682205474,0.2185749087,0.1504308933,0.280392337,0.03837823647,0.2625203754,0.06417938248,-0.02343918898,0.257864248
